Fetching http://192.168.10.126/log ...
Log offsets: tail=0  head=50984  entries=1234
Device: version=?  time=1775665854
Time                     State  Bat(V)  Drive(A)  Jack(A)  Aux(A)  Counter  Stable       Raw          DrHeat  JkHeat  AxHeat
2026-04-08 16:26:37.592  IDLE   12.060  27.91     0.04     -0.18   329      SAFETY       SAFETY       2.8     0.0     0.0   
2026-04-08 16:26:37.621  IDLE   11.969  30.18     -0.10    -0.13   329      SAFETY       SAFETY       2.8     0.0     0.0   
2026-04-08 16:26:37.640  IDLE   11.934  24.58     -0.05    0.12    329      SAFETY       SAFETY       2.8     0.0     0.0   
2026-04-08 16:26:37.651  IDLE   12.032  24.73     0.15     0.05    330      SAFETY+JACK  SAFETY+JACK  2.8     0.0     0.0   
2026-04-08 16:26:37.681  IDLE   12.054  25.41     -0.08    0.12    330      SAFETY+JACK  SAFETY+JACK  2.8     0.0     0.0   
2026-04-08 16:26:37.700  IDLE   11.927  25.64     -0.10    -0.13   330      SAFETY+JACK  SAFETY+JACK  2.8     0.0     0.0   
2026-04-08 16:26:37.715  IDLE   11.979  35.94     -0.26    0.00    331      SAFETY       SAFETY       2.8     0.0     0.0   
2026-04-08 16:26:37.740  IDLE   11.878  25.03     0.02     -0.02   331      SAFETY       SAFETY       2.8     0.0     0.0   
2026-04-08 16:26:37.761  IDLE   11.985  33.29     0.15     0.25    331      SAFETY       SAFETY       2.8     0.0     0.0   
2026-04-08 16:26:37.777  IDLE   12.011  24.42     0.01     0.18    332      SAFETY+JACK  SAFETY+JACK  2.8     0.0     0.0   
2026-04-08 16:26:37.800  IDLE   12.025  37.45     -0.05    0.12    332      SAFETY+JACK  SAFETY+JACK  2.8     0.0     0.0   
2026-04-08 16:26:37.819  IDLE   11.905  26.02     -0.17    -0.07   333      SAFETY       SAFETY       2.8     0.0     0.0   
2026-04-08 16:26:37.840  IDLE   11.849  26.92     -0.05    0.00    333      SAFETY       SAFETY       2.8     0.0     0.0   
2026-04-08 16:26:37.861  IDLE   11.874  36.47     0.02     -0.07   333      SAFETY       SAFETY       2.8     0.0     0.0   
2026-04-08 16:26:37.881  IDLE   11.937  30.71     0.02     -0.07   333      SAFETY       SAFETY       2.8     0.0     0.0   
2026-04-08 16:26:37.892  IDLE   11.938  25.71     0.20     -0.04   334      SAFETY+JACK  SAFETY+JACK  2.8     0.0     0.0   
2026-04-08 16:26:37.920  IDLE   11.865  37.83     -0.07    0.05    334      SAFETY+JACK  SAFETY+JACK  2.8     0.0     0.0   
2026-04-08 16:26:37.939  IDLE   11.936  25.56     -0.07    0.03    335      SAFETY       SAFETY       2.8     0.0     0.0   
2026-04-08 16:26:37.961  IDLE   11.987  29.80     -0.01    0.36    335      SAFETY       SAFETY       2.8     0.0     0.0   
2026-04-08 16:26:37.981  IDLE   12.001  38.21     -0.01    0.02    335      SAFETY       SAFETY       2.8     0.0     0.0   
2026-04-08 16:26:37.999  IDLE   11.901  25.94     -0.07    0.02    336      SAFETY+JACK  SAFETY+JACK  2.8     0.0     0.0   
2026-04-08 16:26:38.020  IDLE   11.904  26.39     -0.07    0.11    336      SAFETY+JACK  SAFETY+JACK  2.8     0.0     0.0   
2026-04-08 16:26:38.041  IDLE   11.852  26.62     -0.12    0.07    336      SAFETY+JACK  SAFETY+JACK  2.8     0.0     0.0   
2026-04-08 16:26:38.052  IDLE   11.953  36.32     -0.01    0.07    337      SAFETY       SAFETY       2.8     0.0     0.0   
2026-04-08 16:26:38.081  IDLE   11.903  32.30     0.02     0.23    337      SAFETY       SAFETY       2.8     0.0     0.0   
2026-04-08 16:26:38.100  IDLE   11.955  34.88     0.02     0.11    337      SAFETY       SAFETY       2.8     0.0     0.0   
2026-04-08 16:26:38.116  IDLE   12.008  36.17     -0.05    0.20    338      SAFETY+JACK  SAFETY+JACK  2.8     0.0     0.0   
2026-04-08 16:26:38.141  IDLE   12.038  37.00     -0.07    -0.05   338      SAFETY+JACK  SAFETY+JACK  2.8     0.0     0.0   
