Streaming from http://sc.local/log (Ctrl-C to stop)

Time  State  Bat(V)  Drive(A)  Jack(A)  Aux(A)  Counter  Stable  Raw  DrHeat  JkHeat  AxHeat
2026-02-17 16:11:50.995  IDLE  13.368  -0.27  0.07  -0.15  0  SAFETY+DRIVE+AUX2  SAFETY+DRIVE+AUX2  0.0  0.0  0.0
2026-02-17 16:11:51.014  IDLE  13.389  -4.36  -0.32  0.37  0  SAFETY+DRIVE+AUX2  SAFETY+DRIVE+AUX2  0.0  0.0  0.0
2026-02-17 16:11:51.035  IDLE  13.381  -0.19  -0.09  -0.01  0  SAFETY+DRIVE+AUX2  SAFETY+DRIVE+AUX2  0.0  0.0  0.0
2026-02-17 16:11:51.054  IDLE  13.388  -0.34  0.05  -0.01  0  SAFETY+DRIVE+AUX2  SAFETY+DRIVE+AUX2  0.0  0.0  0.0
2026-02-17 16:11:51.075  IDLE  13.365  0.42  0.21  -0.04  0  SAFETY+DRIVE+AUX2  SAFETY+DRIVE+AUX2  0.0  0.0  0.0
2026-02-17 16:11:51.994  IDLE  13.419  -0.06  0.06  0.07  0  SAFETY+DRIVE+AUX2  SAFETY+DRIVE+AUX2  0.0  0.0  0.0
2026-02-17 16:11:52.015  IDLE  13.357  -0.14  0.04  0.05  0  SAFETY+DRIVE+AUX2  SAFETY+DRIVE+AUX2  0.0  0.0  0.0
2026-02-17 16:11:52.035  IDLE  13.361  -0.14  -0.12  0.14  0  SAFETY+DRIVE+AUX2  SAFETY+DRIVE+AUX2  0.0  0.0  0.0
2026-02-17 16:11:52.056  IDLE  13.351  0.24  -0.01  1.45  0  SAFETY+DRIVE+AUX2  SAFETY+DRIVE+AUX2  0.0  0.0  0.0
2026-02-17 16:11:52.075  IDLE  13.346  0.09  0.38  0.09  0  SAFETY+DRIVE+AUX2  SAFETY+DRIVE+AUX2  0.0  0.0  0.0
2026-02-17 16:11:52.095  IDLE  13.355  0.32  -0.21  0.06  0  SAFETY+DRIVE+AUX2  SAFETY+DRIVE+AUX2  0.0  0.0  0.0
2026-02-17 16:11:52.115  IDLE  13.360  0.09  0.67  -0.03  0  SAFETY+DRIVE+AUX2  SAFETY+DRIVE+AUX2  0.0  0.0  0.0
2026-02-17 16:11:52.139  IDLE  13.389  0.24  0.08  -0.17  0  SAFETY+DRIVE+AUX2  SAFETY+DRIVE+AUX2  0.0  0.0  0.0
2026-02-17 16:11:52.154  IDLE  13.388  -0.14  0.01  -0.05  0  SAFETY+DRIVE+AUX2  SAFETY+DRIVE+AUX2  0.0  0.0  0.0
2026-02-17 16:11:52.175  IDLE  13.372  0.39  0.03  0.08  0  SAFETY+DRIVE+AUX2  SAFETY+DRIVE+AUX2  0.0  0.0  0.0
2026-02-17 16:11:52.195  IDLE  13.368  0.16  -0.13  -0.17  0  SAFETY+DRIVE+AUX2  SAFETY+DRIVE+AUX2  0.0  0.0  0.0
2026-02-17 16:11:52.215  IDLE  13.374  -0.22  -0.01  -0.05  0  SAFETY+DRIVE+AUX2  SAFETY+DRIVE+AUX2  0.0  0.0  0.0
2026-02-17 16:11:52.234  IDLE  13.369  0.08  -0.22  -0.12  0  SAFETY+DRIVE+AUX2  SAFETY+DRIVE+AUX2  0.0  0.0  0.0
2026-02-17 16:11:52.255  IDLE  13.367  1.22  0.10  -0.07  0  SAFETY+DRIVE+AUX2  SAFETY+DRIVE+AUX2  0.0  0.0  0.0
2026-02-17 16:11:52.274  IDLE  13.366  -0.37  -0.22  -0.03  0  SAFETY+DRIVE+AUX2  SAFETY+DRIVE+AUX2  0.0  0.0  0.0
2026-02-17 16:11:52.295  IDLE  13.384  0.15  0.08  -0.14  0  SAFETY+DRIVE+AUX2  SAFETY+DRIVE+AUX2  0.0  0.0  0.0
2026-02-17 16:11:52.315  IDLE  13.374  0.38  -0.19  0.02  0  SAFETY+DRIVE+AUX2  SAFETY+DRIVE+AUX2  0.0  0.0  0.0
2026-02-17 16:11:52.337  IDLE  13.365  0.15  -0.01  -0.05  0  SAFETY+DRIVE+AUX2  SAFETY+DRIVE+AUX2  0.0  0.0  0.0
2026-02-17 16:11:52.355  IDLE  13.380  -0.38  0.28  0.31  0  SAFETY+DRIVE+AUX2  SAFETY+DRIVE+AUX2  0.0  0.0  0.0
2026-02-17 16:11:52.375  IDLE  13.361  0.08  -0.22  0.02  0  SAFETY+DRIVE+AUX2  SAFETY+DRIVE+AUX2  0.0  0.0  0.0
2026-02-17 16:11:52.395  IDLE  13.278  0.38  -0.01  -0.05  0  SAFETY+DRIVE+AUX2  SAFETY+DRIVE+AUX2  0.0  0.0  0.0
2026-02-17 16:11:52.414  IDLE  13.321  0.60  0.06  -0.23  0  SAFETY+DRIVE+AUX2  SAFETY+DRIVE+AUX2  0.0  0.0  0.0
2026-02-17 16:11:52.435  IDLE  13.343  -0.23  0.15  -0.23  0  SAFETY+DRIVE+AUX2  SAFETY+DRIVE+AUX2  0.0  0.0  0.0
2026-02-17 16:11:52.454  IDLE  13.334  0.83  -0.01  -0.23  0  SAFETY+DRIVE+AUX2  SAFETY+DRIVE+AUX2  0.0  0.0  0.0
2026-02-17 16:11:52.475  IDLE  13.357  0.60  0.06  0.07  0  SAFETY+DRIVE+AUX2  SAFETY+DRIVE+AUX2  0.0  0.0  0.0
2026-02-17 16:11:52.495  IDLE  13.353  0.07  0.12  -0.12  0  SAFETY+DRIVE+AUX2  SAFETY+DRIVE+AUX2  0.0  0.0  0.0
2026-02-17 16:11:52.515  IDLE  13.359  0.07  -0.15  -0.21  0  SAFETY+DRIVE+AUX2  SAFETY+DRIVE+AUX2  0.0  0.0  0.0
2026-02-17 16:11:52.535  IDLE  13.342  0.37  -0.01  0.07  0  SAFETY+DRIVE+AUX2  SAFETY+DRIVE+AUX2  0.0  0.0  0.0
2026-02-17 16:11:52.555  IDLE  13.353  0.07  -0.01  0.09  0  SAFETY+DRIVE+AUX2  SAFETY+DRIVE+AUX2  0.0  0.0  0.0
2026-02-17 16:11:52.575  IDLE  13.359  -0.16  0.15  -0.02  0  SAFETY+DRIVE+AUX2  SAFETY+DRIVE+AUX2  0.0  0.0  0.0
2026-02-17 16:11:52.595  IDLE  13.346  0.29  -0.20  -0.07  0  SAFETY+DRIVE+AUX2  SAFETY+DRIVE+AUX2  0.0  0.0  0.0
2026-02-17 16:11:52.615  IDLE  13.344  0.37  0.03  -0.84  0  SAFETY+DRIVE+AUX2  SAFETY+DRIVE+AUX2  0.0  0.0  0.0
2026-02-17 16:11:52.635  IDLE  13.350  0.21  -0.01  0.07  0  SAFETY+DRIVE+AUX2  SAFETY+DRIVE+AUX2  0.0  0.0  0.0
2026-02-17 16:11:52.655  IDLE  13.361  0.21  -0.08  -0.20  0  SAFETY+DRIVE+AUX2  SAFETY+DRIVE+AUX2  0.0  0.0  0.0
2026-02-17 16:11:52.674  IDLE  13.278  -0.32  -0.01  0.07  0  SAFETY+DRIVE+AUX2  SAFETY+DRIVE+AUX2  0.0  0.0  0.0
2026-02-17 16:11:52.694  IDLE  13.310  0.36  -0.10  -0.06  0  SAFETY+DRIVE+AUX2  SAFETY+DRIVE+AUX2  0.0  0.0  0.0
2026-02-17 16:11:52.714  IDLE  13.337  -0.02  0.17  0.03  0  SAFETY+DRIVE+AUX2  SAFETY+DRIVE+AUX2  0.0  0.0  0.0
